LON,LAT,NUMBER,STREET
-79.9342524,43.2809243,121,Watsons Lane
-79.9343963,43.2813392,4,Eferding Boulevard
-79.9341647,43.2827414,51,Renata Court
-79.9340425,43.2823469,57,Renata Court
-79.9440525,43.2759853,9,Marion Crescent
-79.949794,43.2733479,18,Dundas Driving Park Road
-79.9366527,43.2641617,73,Bertram Drive
-79.938013,43.2929515,343,Rock Chapel Road
-79.937458,43.2748703,246,York Road
-79.9429559,43.2765924,1,Martingrove Drive
-79.9384018,43.2604504,8,Danbury Street
-79.938459,43.2606294,10,Danbury Street
-79.9387527,43.2594434,31,Grant Boulevard
-79.9705593,43.3909205,307,Progreston Road
-79.9376512,43.2771503,39,Forestview Drive
-79.9073876,43.2590102,111,Arkell Street
-79.9070867,43.2590719,105,Arkell Street
-79.9084873,43.2593248,144,Arkell Street
-79.8961915,43.2622352,766,King Street West
-79.8988224,43.2669862,44,Roanoke Road
-79.8972879,43.2665373,93,Paradise Road North
-79.9004569,43.2690346,29,Uplands Avenue
-79.8997276,43.2697654,55,Uplands Avenue
-79.899855,43.2691049,36,Uplands Avenue
-79.9595756,43.3389348,2,Cumminsville Drive
-79.9108608,43.2630653,89,Dromore Crescent
-79.9101154,43.2636512,115,Dromore Crescent
-79.9092069,43.2635993,132,Dromore Crescent
-79.9099506,43.2631486,106,Dromore Crescent
-79.9103221,43.2628186,86,Dromore Crescent
-79.9147767,43.2615676,15,Forsyth Place
-79.9254371,43.2596795,37,Thorndale Street North
-79.9465013,43.2642099,82,Dundas Street
-79.9630684,43.2697344,163,Melville Street
-79.9632615,43.2697679,171,Melville Street
-79.9463859,43.2679681,24,Hunter Street
-79.9476057,43.2687416,102,York Road
-79.9463853,43.2690069,15,Donald Avenue
-79.946896,43.2696385,1,Cairns Avenue
-79.946627,43.2682052,17,Spencer Avenue
-79.9463366,43.2682614,21,Spencer Avenue
-79.9619887,43.267152,186,King Street West
-79.9581102,43.2710426,67,Alma Street
-79.9582393,43.2707415,67,Albert Street
-79.9619986,43.2689586,144,Melville Street
-79.9098623,43.2587619,179,Arkell Street
-79.9097508,43.2587741,175,Arkell Street
-79.9024021,43.2599776,106,Longwood Road South
-79.9116075,43.303858,100,Best Avenue
-79.9104743,43.2921699,148,Parkview Avenue
-79.909024,43.2931835,155,Parkview Avenue
-79.9099143,43.2904135,120,Parkview Avenue
-79.9090513,43.2922173,143,Parkview Avenue
-79.909859,43.2918362,142,Parkview Avenue
-79.9103367,43.2926307,154,Parkview Avenue
-79.9100711,43.2909051,128,Parkview Avenue
-79.9675995,43.4225892,1617,Milburough Line
-79.9016693,43.2625636,19,Bond Street South
-79.8978677,43.2621621,801,King Street West
-79.901826,43.2622042,29,Bond Street South
-79.9295476,43.258599,33,Binkley Road
-79.92789,43.2586752,38,Cottrill Street
-79.9287042,43.259642,92,Binkley Crescent
-79.9351028,43.28021,25,Parkway Place
-79.9352096,43.2789034,2,Parkway Place
-79.9364159,43.2775322,51,Forestview Drive
-79.9377683,43.2800251,77,Watsons Lane
-79.9355062,43.2808757,101,Watsons Lane
-79.9355965,43.2811038,4,Renata Court
-79.962063,43.3994886,1407,Progreston Road
-79.9626201,43.396816,399,Progreston Road
-79.9427126,43.2726448,12,Wilmar Court
-79.941628,43.2722283,25,Sleepy Hollow Court
-79.9355619,43.2579533,1688,Main Street West
-79.9402283,43.2609609,19,Sheldon Street
-79.9393562,43.2602284,8,Sheldon Street
-79.9348757,43.2604903,69,Grant Boulevard
-79.9344734,43.2607448,73,Grant Boulevard
-79.9346272,43.2605765,71,Grant Boulevard
-79.9520017,43.2672564,25,Park Street East
-79.9482672,43.2676024,66,York Road
-79.9474208,43.2664678,89 A,King Street East
-79.9711318,43.3897635,296,Progreston Road
-79.9139677,43.2588254,74,Traymore Avenue
-79.91404,43.2584737,50,Dalewood Avenue
-79.9324147,43.277304,173,Watsons Lane
-79.9330928,43.2769331,42,Cammay Avenue
-79.9332479,43.2766476,40,Cammay Avenue
-79.9065561,43.2649275,220,Dromore Crescent
-79.9100547,43.2645378,2,Oak Knoll Drive
-79.9064757,43.2647152,79,Marion Avenue North
-79.8988473,43.260846,37,Olmstead Street
-79.9359884,43.2813969,8,Renata Court
-79.9457387,43.2717601,139,York Road
-79.933768,43.2784878,4,Ravine Drive
-79.9341894,43.2794785,138,Watsons Lane
-79.9343088,43.2789661,5,Ravine Drive
-79.949705,43.2754317,20,McKay Court
-79.9488541,43.2809406,1,Glendrummond Drive
-79.948504,43.2809402,3,Glendrummond Drive
-79.9530036,43.2714399,18,Parkview Row
-79.9538872,43.2715831,20,Parkside Avenue
-79.9393562,43.2782224,56,Watsons Lane
-79.9364503,43.2796324,44,Ravine Drive
-79.9539023,43.2730959,36,Parkside Avenue
-79.9540462,43.2722626,23,Cayley Street
-79.9470897,43.3520671,147,Concession 6 East
-79.9489191,43.3504656,121,Concession 6 East
-79.9354686,43.2814685,7,Eferding Boulevard
-79.9363447,43.2819311,23,Renata Court
-79.9341888,43.2807966,123,Watsons Lane
-79.9340977,43.2806755,125,Watsons Lane
-79.948079,43.2729674,14,Lowe Court
-79.9461216,43.2737976,83,Cameron Avenue
-79.9352055,43.2790471,4,Parkway Place
-79.9351591,43.2804945,114,Watsons Lane
-79.9384693,43.2796805,69,Watsons Lane
-79.9391672,43.2797023,63,Watsons Lane
-79.9396481,43.2778051,48,Watsons Lane
-79.9481066,43.2695392,113,York Road
-79.9571473,43.2674735,90,Park Street West
-79.9622827,43.2664595,186,Hatt Street
-79.9562022,43.2656342,14,Millers Lane
-79.9713979,43.3895676,292,Progreston Road
-79.8980486,43.2670978,29,Norwood Road
-79.8978906,43.2653182,55,Paradise Road North
-79.9042789,43.2611145,30,Marion Avenue South
-79.903658,43.2612948,37,Marion Avenue South
-79.9269396,43.2593154,62,Kingsmount Street North
-79.9269209,43.2592066,60,Kingsmount Street North
-79.8988441,43.2681389,133,Longwood Road North
-79.8985635,43.268782,157,Longwood Road North
-79.8983108,43.2678267,132,Longwood Road North
-79.8968544,43.2676152,153,Paradise Road North
-79.8995705,43.2701269,65,Uplands Avenue
-79.9000601,43.2686343,18,Uplands Avenue
-79.9266034,43.3000931,28,Algonquin Avenue
-79.9309707,43.2987486,153,Valley Road
-79.9325409,43.2981071,190,Valley Road
-79.9265694,43.299506,5,Thorncrest Boulevard
-79.9319854,43.2988591,175,Valley Road
-79.9116275,43.261696,47,Dromore Crescent
-79.966754,43.2707156,301,Park Street West
-79.9682085,43.2704806,313,King Street West
-79.9686233,43.270711,321,King Street West
-79.9687287,43.2711868,340,Park Street West
-79.9661637,43.2697636,284,Park Street West
-79.8976275,43.2670021,19,Norwood Road
-79.8988842,43.270323,76,Uplands Avenue
-79.9063654,43.2633395,136,Cline Avenue North
-79.9008481,43.26902,124,Parkview Drive
-79.90089,43.2689261,120,Parkview Drive
-79.9009739,43.2687383,116,Parkview Drive
-79.8998009,43.2659456,71,Longwood Road North
-79.8995789,43.2664551,85,Longwood Road North
-79.8993868,43.2653563,56,Longwood Road North
-79.9650507,43.2680851,248,King Street West
-79.9524372,43.2598786,76,South Street West
-79.9509866,43.2590689,20,Dundana Avenue
-79.9521682,43.2593345,75,South Street West
-79.9302739,43.2816146,391,York Road
-79.9279095,43.2812151,73,Hopkins Court
-79.9274056,43.2810131,51,Hopkins Court
-79.9294213,43.2811639,392,York Road
-79.9517802,43.2642354,10,Baldwin Street
-79.951477,43.2642984,16,Baldwin Street
-79.9090477,43.2987987,19,Best Avenue
-79.9100008,43.2972769,661,York Road
-79.9102161,43.2983922,21,Fleming Avenue
-79.9089106,43.30023,268,Old Guelph Road
-79.9079495,43.2643347,170,Dromore Crescent
-79.9110862,43.2614441,44,Dromore Crescent
-79.9117465,43.2614384,37,Dromore Crescent
-79.9098661,43.2632092,110,Dromore Crescent
-79.9102571,43.2628894,90,Dromore Crescent
-79.9458719,43.2731391,73,Cameron Avenue
-79.9464831,43.3620067,1029,Garden Lane
-79.948694,43.3634907,1051,Garden Lane
-79.9457482,43.3624695,1032,Garden Lane
-79.9482744,43.3632113,1047,Garden Lane
-79.9679843,43.4009293,1454,Alderson Road
-79.9668371,43.4030041,1465,Progreston Road
-79.9655147,43.4020686,1447,Progreston Road
-79.9633325,43.4019322,1434,Progreston Road
-79.9642432,43.4041194,9,Iris Court
-79.9619711,43.4003114,1414,Progreston Road
-79.9428948,43.2610852,18,Colmar Place
-79.9519071,43.2650966,9.5,York Street
-79.9587803,43.2610543,0.208333333,Overfield Street
-79.9361463,43.260701,60,Grant Boulevard
-79.9363364,43.2606671,58,Grant Boulevard
-79.9373941,43.2605284,10,Desjardins Avenue
-79.9369876,43.2608246,5,Adelaide Avenue
-79.9366109,43.2608891,9,Adelaide Avenue
-79.9380159,43.2604486,11,Desjardins Avenue
-79.9658949,43.2683197,7,Napier Street South
-79.9706956,43.2682881,323,Macnab Street
-79.9701465,43.2684988,322,Hatt Street
-79.9356611,43.2794793,21,Ravine Drive
-79.9697698,43.2701521,39,James Street
-79.9576575,43.2705481,62,Alma Street
-79.961619,43.2667854,177,Hatt Street
-79.9474936,43.2735113,3,Lowe Court
-79.905389,43.3019925,715,York Road
-79.9105411,43.2617799,75,Sterling Street
-79.9107815,43.2612459,29,Haddon Avenue North
-79.9112787,43.2588755,51,Haddon Avenue South
-79.9122453,43.2600288,1191,King Street West
-79.9114577,43.304167,106,Best Avenue
-79.9058113,43.2607455,107,South Oval
-79.9056933,43.2607731,105,South Oval
-79.9091639,43.2656336,77,Oak Knoll Drive
-79.9276926,43.2593728,41,Sanders Boulevard
-79.9267501,43.2601366,26,Sanders Boulevard
-79.9650949,43.3999797,19,Vanstraalen Street
-79.9700289,43.4022838,401,Carlisle Road
-79.9691307,43.4019019,400,Carlisle Road
-79.9247093,43.2608181,19,Thorndale Crescent
-79.9251237,43.2609185,89,Thorndale Crescent
-79.9476765,43.2734804,5,Lowe Court
-79.9465779,43.2727325,9,Delsey Street
-79.9460713,43.2727074,5,Delsey Street
-79.9456395,43.2723947,65,Cameron Avenue
-79.9130356,43.2664103,132,Mayfair Crescent
-79.9084407,43.2646326,167,Dromore Crescent
-79.9085112,43.2650287,86,Oak Knoll Drive
-79.9281035,43.2797711,28,Hopkins Court
-79.9152967,43.2632469,106,Forsyth Avenue North
-79.9156388,43.2613236,40,Forsyth Avenue North
-79.9153777,43.2629499,96,Forsyth Avenue North
-79.9154234,43.2625741,88,Forsyth Avenue North
-79.9147116,43.2625195,176,Sterling Street
-79.9459178,43.2605481,11,South Street West
-79.9481231,43.2601461,29,South Street West
-79.9494088,43.2641112,37,Dundas Street
-79.9628422,43.2704822,9,Witherspoon Street
-79.9641803,43.2693093,241,Park Street West
-79.9636465,43.2684527,224,Park Street West
-79.9639563,43.2701717,185,Melville Street
-79.9403897,43.2763858,10,Watsons Lane
-79.9404391,43.2765519,2,Forestview Drive
-79.9076844,43.2635744,58,Paisley Avenue North
-79.9064203,43.2624502,20,Paisley Avenue North
-79.9130364,43.2629746,23,Oakwood Place
-79.9132904,43.2612353,38,Whitton Road
-79.9122405,43.2631345,93,Dalewood Crescent
-79.9108107,43.2635528,126,Dalewood Crescent
-79.9184112,43.29231,561,York Road
-79.9138545,43.2948786,609,York Road
-79.9051051,43.2879077,5,Homestead Avenue
-79.9508566,43.2643456,26,Baldwin Street
-79.9613696,43.2623241,191,Governor's Road
-79.9644105,43.2707486,26,Witherspoon Street
-79.9645282,43.2666928,227,Macnab Street
-79.9685058,43.2680806,294,Hatt Street
-79.9658829,43.2678789,261,Hatt Street
-79.9645467,43.2688658,246,Park Street West
-79.9604175,43.267781,152,Park Street West
-79.9550883,43.2679957,30,Melville Street
-79.959476,43.2676935,134,Park Street West
-79.9597014,43.2677555,138,Park Street West
-79.932296,43.3626536,317,Concession 6 East
-79.931957,43.3628049,319,Concession 6 East
-79.9513531,43.3722515,1136,Centre Road
-79.9510172,43.3719477,1130,Centre Road
-79.9150839,43.2620747,177,Sterling Street
-79.914138,43.2612188,31,Whitton Road
-79.9025983,43.3006234,18,Maryvale Avenue
-79.9018405,43.2962023,18,Zellens Road
-79.9015905,43.2958426,14,Zellens Road
-79.9685542,43.3801565,236,Concession 8 East
-79.961182,43.2985373,380,Highway No. 5 West
-79.9680751,43.2714449,327,Park Street West
-79.9707163,43.2719798,2,Bond Street North
-79.9671388,43.2719187,275,Melville Street
-79.9429822,43.2741641,173,York Road
-79.9419912,43.2740613,21,Sleepy Hollow Court
-79.942247,43.274563,178,York Road
-79.9422822,43.2741174,174,York Road
-79.9568205,43.3369096,349,Concession 5 West
-79.9578378,43.3360912,358,Concession 5 West
-79.956911,43.3360646,350,Concession 5 West
-79.9603023,43.3380202,5,Cumminsville Drive
-79.9059259,43.2626787,59,North Oval
-79.8990322,43.2639441,157,Dufferin Street
-79.9119588,43.2635749,115,Dalewood Crescent
-79.9099803,43.2640843,154,Dalewood Crescent
-79.9112293,43.2623084,63,Dromore Crescent
-79.911247,43.2625375,69,Dromore Crescent
-79.9104583,43.2634235,105,Dromore Crescent
-79.9100339,43.2630871,102,Dromore Crescent
-79.909973,43.2627045,77,Haddon Avenue North
-79.9067049,43.2631949,124,Cline Avenue North
-79.9039521,43.260883,42,Marion Avenue South
-79.8961366,43.261455,20,Carling Street
-79.8972939,43.261724,48,Carling Street
-79.9110207,43.2628676,81,Dromore Crescent
-79.9094967,43.2634293,122,Dromore Crescent
-79.9106318,43.2624462,72,Dromore Crescent
-79.9046464,43.2601844,33,Barclay Street
-79.9488047,43.2642342,21,West Street
-79.9468214,43.2678839,18,Hunter Street
-79.9476924,43.2677157,6,Hunter Street
-79.9674037,43.2704889,308,Park Street West
-79.9668922,43.2707925,303,Park Street West
-79.966027,43.2696845,280,Park Street West
-79.9698212,43.270376,11,Brock Street South
-79.9709204,43.2697566,28,Brock Street South
-79.9142303,43.2609504,19,Whitton Road
-79.9206038,43.2585264,1400,Main Street West
-79.9151877,43.2596347,114,Arnold Street
-79.9126283,43.2627644,86,Whitton Road
-79.8996736,43.2633253,173,Glen Road
-79.8977184,43.2628797,131,Glen Road
-79.905104,43.2636474,170,Cline Avenue North
-79.9052509,43.2628217,45,North Oval
-79.9097251,43.2612496,27,Cline Avenue North
-79.9066085,43.2632425,128,Cline Avenue North
-79.9061346,43.2625929,67,North Oval
-79.9087215,43.2617114,39,Sterling Street
-79.9425679,43.2779923,21,Martingrove Drive
-79.9410865,43.2786128,39,Watsons Lane
-79.9694478,43.3580433,59,Concession 7 East
-79.9683667,43.3579772,68,Concession 7 East
-79.9111258,43.2613583,42,Dromore Crescent
-79.912064,43.2618943,109,Sterling Street
-79.9095932,43.2633755,118,Dromore Crescent
-79.9110465,43.2615299,48,Dromore Crescent
-79.9035928,43.2622158,36,South Oval
-79.9042123,43.2619077,62,South Oval
-79.9017821,43.2623048,27,Bond Street South
-79.9015445,43.2619454,40,Longwood Road South
-79.8991685,43.2607453,53,Paradise Road South
-79.9040572,43.260426,15,Barclay Street
-79.9083811,43.2601233,120,Barclay Street
-79.9090284,43.259981,138,Barclay Street
-79.9075647,43.2600953,42,Newton Avenue
-79.9080377,43.2607172,1079,King Street West
-79.9066235,43.260245,80,Barclay Street
-79.9077736,43.2604862,14,Newton Avenue
-79.9153665,43.258406,111,Traymore Avenue
-79.9151828,43.2584112,107,Traymore Avenue
-79.9147495,43.259959,1247,King Street West
-79.9089527,43.2633966,111,Haddon Avenue North
-79.9072041,43.2638256,152,Haddon Avenue North
-79.9352771,43.2611176,25,Adelaide Avenue
-79.9365189,43.2601073,53,Grant Boulevard
-79.9461937,43.2768075,125,Cameron Avenue
-79.9457791,43.2762942,116,Cameron Avenue
-79.9468825,43.2757025,109,Cameron Avenue
-79.9514733,43.2746396,62,Parkside Avenue
-79.9649382,43.3942452,366,Progreston Road
-79.967374,43.3971492,47,Parkshore Place
-79.9652691,43.3949244,369,Progreston Road
-79.9122771,43.3038933,55,Home Street
-79.9109019,43.304575,75,Home Street
-79.9085564,43.29477,22,Harmer Street
-79.9070996,43.2938915,170,Old Guelph Road
-79.9082646,43.2958374,200,Old Guelph Road
-79.9567716,43.3437662,26,Concession 6 East
-79.9576223,43.3431206,14,Concession 6 East
-79.9352874,43.2827389,39,Renata Court
-79.9362023,43.2820441,25,Renata Court
-79.9474138,43.2658561,92,King Street East
-79.946822,43.2664642,93,King Street East
-79.9422155,43.2611999,12,Colmar Place
-79.9418501,43.2612624,8,Colmar Place
-79.9351987,43.2625871,5,Vilma Avenue
-79.9492379,43.267573,5,Helen Street
-79.94104,43.260178,11,Don Street
-79.9403074,43.2596948,2,Don Street
-79.9428953,43.2608775,17,Colmar Place
-79.9394843,43.2606292,14,Sheldon Street
-79.9453721,43.2696032,21,Cameron Avenue
-79.9452246,43.2690653,13,Cameron Avenue
-79.9362125,43.2643609,72,Bertram Drive
-79.9354145,43.2615475,24,Adelaide Avenue
-79.936365,43.2613855,14,Adelaide Avenue
-79.9373963,43.261477,5,McMaster Avenue
-79.9616842,43.3010091,14,Mazza Avenue
-79.9618387,43.301552,18,Mazza Avenue
-79.9524186,43.3011275,305,Highway No. 5 West
-79.942407,43.2769061,8,Martingrove Drive
-79.942329,43.272298,18,Wilmar Court
-79.9382291,43.2611165,21,Desjardins Avenue
-79.9426295,43.2611702,16,Colmar Place
-79.9667406,43.3814835,254,Concession 8 East
-79.9155108,43.3087498,40,Innovation Drive
-79.9158892,43.309887,23,Innovation Drive
-79.9042975,43.3320377,194,Chudleigh Street
-79.9040683,43.3322067,188,Chudleigh Street
-79.9040086,43.3322673,186,Chudleigh Street
-79.916558,43.302109,123,Mina Avenue
-79.9186406,43.3008625,131,Wesley Avenue
-79.9174101,43.3024564,130,Mina Avenue
-79.9087765,43.2979293,5,Best Avenue
-79.9640025,43.2631015,19,Kemp Drive
-79.9634964,43.2646934,3,Ormerod Close
-79.963316,43.2647227,5,Ormerod Close
-79.9636735,43.2641307,4,Ormerod Close
-79.9640591,43.2632191,17,Kemp Drive
-79.9638127,43.2633862,2,Central Park Avenue
-79.9571904,43.2682996,56,Melville Street
-79.9570558,43.2683598,54,Melville Street
-79.9568217,43.2682729,38,Sydenham Street
-79.9605984,43.2687434,118,Melville Street
-79.9591028,43.2690083,93,Melville Street
-79.93548,43.2643006,64,Bertram Drive
-79.9469236,43.2937392,396,Sydenham Road
-79.9380723,43.2755846,241,York Road
-79.939618,43.2759025,223,York Road
-79.946379,43.2711762,129.5,York Road
-79.943163,43.260618,9,Allan Avenue
-79.9431908,43.2610347,15,South Street East
-79.9359563,43.2607335,62,Grant Boulevard
-79.9383638,43.2600297,2,Danbury Street
-79.9383452,43.2602709,4,Danbury Street
-79.9624637,43.3990402,4,Vanstraalen Street
-79.9488866,43.275745,10,McKay Court
-79.9659644,43.3163148,466,Concession 4 West
-79.9497656,43.4096993,1405,Milburough Line
-79.9714634,43.4002486,370,Carlisle Road
-79.9121021,43.3217264,75,Hollybush Drive
-79.9138333,43.3245654,5,Arnhem Court
-79.9605168,43.2700968,102,Victoria Street
-79.9344731,43.2625285,92,Grant Boulevard
-79.9346536,43.2640845,55,Bertram Drive
-79.9372264,43.2597708,45,Grant Boulevard
-79.9423975,43.2611718,14,Colmar Place
-79.9361748,43.2614179,16,Adelaide Avenue
-79.936184,43.262419,6,David Street
-79.9365148,43.2637388,24,David Street
-79.9410388,43.3590567,974,Garden Lane
-79.9403057,43.35868,968,Garden Lane
-79.9501199,43.2743801,73,Parkside Avenue
-79.950566,43.2742742,69,Parkside Avenue
-79.9433638,43.2743281,11,Glenmorris Drive
-79.9439667,43.275253,11,McKay Road
-79.9433223,43.2761068,1,Marion Crescent
-79.943526,43.2757922,6,McKay Road
-79.9614853,43.3797036,1250,Centre Road
-79.9328396,43.362255,311,Concession 6 East
-79.9014855,43.2678782,122,Kipling Road
-79.9076694,43.2626238,96,Cline Avenue North
-79.8976994,43.2662544,9,Roanoke Road
-79.9342684,43.2729304,70,Olympic Drive
-79.912493,43.2600219,1199,King Street West
-79.9099022,43.2597555,161,Barclay Street
-79.9097962,43.2597124,157,Barclay Street
-79.906003,43.2603507,60,Barclay Street
-79.9630334,43.2639638,9,Central Park Avenue
-79.9636941,43.2630864,23,Kemp Drive
-79.9342123,43.2980413,421,Rock Chapel Road
-79.9340126,43.2975256,415,Rock Chapel Road
-79.9455043,43.2676695,31,Hunter Street
-79.9511444,43.2741435,63,Parkside Avenue
-79.9461354,43.2736442,81,Cameron Avenue
-79.9466202,43.2753222,103,Cameron Avenue
-79.9463924,43.2760051,108,Cameron Avenue
-79.9470929,43.2764547,117,Cameron Avenue
-79.9485394,43.2751684,9,McKay Court
-79.9483646,43.2752382,7,McKay Court
-79.947905,43.2753559,3,McKay Court
-79.9351268,43.2768926,8,Yorkview Place
-79.9345293,43.2630848,10,Shirley Street
-79.9346028,43.2619668,89,Grant Boulevard
-79.94426,43.2756714,14,McKay Road
-79.9438143,43.2770372,11,Janis Court
-79.9439082,43.2764069,1,Janis Court
-79.9443653,43.2766128,6,Linda Court
-79.9443855,43.276762,8,Linda Court
-79.8988274,43.2690804,192,Bond Street North
-79.8988672,43.2689889,188,Bond Street North
-79.8968099,43.2677171,155,Paradise Road North
-79.8965541,43.2683028,179,Paradise Road North
-79.8964062,43.2686419,193,Paradise Road North
-79.9339522,43.3235337,661,Highway No. 6
-79.9254513,43.2622057,62,Thorndale Crescent
-79.9481928,43.2803809,7,Westmoreland Road
-79.943329,43.2776654,15,Martingrove Drive
-79.9388801,43.2771271,25,Forestview Drive
-79.961046,43.3409844,26,Cumminsville Drive
-79.9619795,43.3177118,435,Concession 4 West
-79.9383596,43.2770656,31,Forestview Drive
-79.9360882,43.2649748,47,David Street
-79.9465592,43.2737257,16,Delsey Street
-79.9451512,43.2714987,138,York Road
-79.9464687,43.2734595,12,Delsey Street
-79.9488124,43.2731324,19,Lowe Court
-79.9462376,43.2724388,6,Greening Court
-79.9081255,43.2596424,117,Barclay Street
-79.9236731,43.2586642,14,Norfolk Street North
-79.9236486,43.2585213,10,Norfolk Street North
-79.9112353,43.2975284,11,Sovereign Avenue
-79.8998265,43.296952,43,Northcliffe Avenue
-79.8983405,43.2978272,1,Northcliffe Avenue
-79.9028766,43.3323387,161,Chudleigh Street
-79.966481,43.2513292,64,McGrath Court
-79.9099235,43.2608208,15,Cline Avenue North
-79.8987455,43.2698499,211,Bond Street North
-79.8983193,43.2697507,212,Bond Street North
-79.9081545,43.2620842,28,Sterling Street
-79.9085107,43.2621326,36,Sterling Street
-79.9453834,43.2754496,26,McKay Road
-79.9457158,43.2755386,27,Marion Crescent
-79.9485395,43.2760002,6,McKay Court
-79.9450815,43.2769838,11,Linda Court
-79.9533659,43.2727786,31,Parkside Avenue
-79.9487406,43.272913,20,Lowe Court
-79.9396826,43.3288163,732,Highway No. 6
-79.9346138,43.2794709,9,Parkway Place
-79.933436,43.2800138,135,Watsons Lane
-79.9345424,43.2785036,12,Ravine Drive
-79.9343915,43.2801148,128,Watsons Lane
-79.9333314,43.27909,147,Watsons Lane
-79.9346249,43.2823378,26,Renata Court
-79.9672902,43.2715741,28,Wellington Street North
-79.939242,43.2614917,116,Bertram Drive
-79.9666822,43.2514918,72,McGrath Court
-79.9071434,43.2594885,57,Newton Avenue
-79.9086093,43.2588989,145,Arkell Street
-79.9070069,43.2635916,127,Cline Avenue North
-79.9394362,43.2624263,106,Bertram Drive
-79.937651,43.264023,78,Bertram Drive
-79.9367836,43.2646497,41,David Street
-79.9356046,43.2615152,22,Adelaide Avenue
-79.9152866,43.2591523,119,Arnold Street
-79.9148407,43.2596444,106,Arnold Street
-79.9145018,43.259966,1241,King Street West
-79.9049641,43.2609182,91,South Oval
-79.8979244,43.3414275,340,Parkside Drive
-79.8991944,43.260695,55,Paradise Road South
-79.9101968,43.2622373,63,Haddon Avenue North
-79.9064928,43.2640852,178,Haddon Avenue North
-79.9068084,43.2639873,166,Haddon Avenue North
-79.9084581,43.2631014,116,Haddon Avenue North
-79.9096134,43.2614913,35,Cline Avenue North
-79.9081816,43.2629095,97,Cline Avenue North
-79.9076065,43.2635138,54,Paisley Avenue North
-79.934627,43.263767,20,Shirley Street
-79.9344965,43.2615028,83,Grant Boulevard
-79.9344955,43.2616399,85,Grant Boulevard
-79.9348728,43.2645344,56,Bertram Drive
-79.9534904,43.2658383,3,Main Street
-79.9659167,43.2702485,287,Park Street West
-79.9653764,43.2703616,218,Melville Street
-79.8977637,43.2670331,23,Norwood Road
-79.9014,43.2668257,65,Kipling Road
-79.9012409,43.2650222,43,Bond Street North
-79.9104179,43.2932862,164,Parkview Avenue
-79.9084351,43.2919653,141,Parkview Avenue
-79.9268113,43.2925693,32,Valley Road
-79.9581273,43.3663,189,Concession 7 East
-79.900597,43.2664987,91,Bond Street North
-79.9153458,43.2620904,181,Sterling Street
-79.9312312,43.2648522,19,Bertram Drive
-79.9318404,43.2646547,12,Barrie Street
-79.9379737,43.2603138,9,Desjardins Avenue
-79.9471826,43.273644,21,Delsey Street
-79.9444456,43.3607198,1007,Garden Lane
-79.9662431,43.2719112,65,Witherspoon Street
-79.9676399,43.271617,280,Melville Street
-79.9669803,43.2718405,271,Melville Street
-79.9667303,43.2717174,265,Melville Street
-79.9354765,43.2555938,35,Ramsey Crescent
-79.8975168,43.3367067,170,Main Street North
-79.9598909,43.2730099,79,Livingstone Drive
-79.954732,43.3464447,57,Concession 6 East
-79.9533894,43.337679,897,Highway No. 6
-79.9566991,43.3330072,826,Millgrove Sideroad
-79.9321145,43.3585508,922,Centre Road
-79.9483564,43.2671422,3,Hunter Court
-79.9460668,43.2675587,23,Hunter Street
-79.9395147,43.2610829,20,Sheldon Street
-79.9352431,43.2801203,27,Parkway Place
-79.9381504,43.3210403,238,Concession 4 West
-79.9715511,43.3919014,29,Gladiola Drive
-79.9549892,43.2724268,35,Cayley Street
-79.9567581,43.2715049,92,Sydenham Street
-79.9559455,43.2734895,12,Crowley Court
-79.9414415,43.2622357,20,Dunning Court
-79.9406002,43.2618349,25,Dunning Court
-79.9408309,43.261648,30,Don Street
-79.9388269,43.2638467,88,Bertram Drive
-79.9369712,43.2645533,39,David Street
-79.9398859,43.2759589,221,York Road
-79.9369214,43.2749742,250,York Road
-79.9364539,43.2750992,256,York Road
-79.9362426,43.2751695,258,York Road
-79.9360076,43.2775858,55,Forestview Drive
-79.8986872,43.2980784,11,Atkinson Boulevard
-79.8994603,43.2986384,35,Atkinson Boulevard
-79.8996204,43.2987542,41,Atkinson Boulevard
-79.9069575,43.2929732,156,Old Guelph Road
-79.9031427,43.3321587,169,Chudleigh Street
-79.9353076,43.3609564,960,Centre Road
-79.946864,43.2935638,394,Sydenham Road
-79.9620179,43.2993175,1,Mazza Avenue
-79.9653688,43.334524,420,Concession 5 West
-79.9651181,43.3354424,415,Concession 5 West
-79.9624185,43.3351234,394,Concession 5 West
-79.9620275,43.3352054,392,Concession 5 West
-79.9694228,43.3795292,224,Concession 8 East
-79.9370161,43.2615419,9,McMaster Avenue
-79.9467357,43.2650124,40,Cootes Drive
-79.9466771,43.2920631,378,Sydenham Road
-79.9451385,43.2768282,9,Linda Court
-79.9483944,43.2749611,52,McKay Road
-79.9486994,43.2750766,11,McKay Court
-79.9482068,43.2760827,4,McKay Court
-79.9656986,43.4031911,2,Iris Court
-79.9668753,43.4001396,1442,Alderson Road
-79.9685635,43.4013116,1460,Alderson Road
-79.9695174,43.4016357,394,Carlisle Road
-79.9682279,43.4025081,408,Carlisle Road
-79.9667854,43.4026521,1459,Progreston Road
-79.9632626,43.399885,5,Idared Road
-79.9566973,43.3373463,3,Lewis Lane North
-79.9334716,43.3231865,657,Highway No. 6
-79.9556552,43.326713,745,Millgrove Sideroad
-79.9558776,43.3274145,755,Millgrove Sideroad
